id	title	bestandsnaam	fictionality	genre	genre	subgenre	subgenre	subgenre	subgenre	author	opmerking
INT_4e0abbc9-1ad4-4461-a782-2bd27949cb70	Hattem-22. Naschrift / Brandewijnrecept	hattem_22._naschrift_slash_brandewijnrecept	non-fiction	Prose	secular	artes	medicine	 	 	unknown	Titel aanpassen
INT_6a9e886c-7517-4d69-8ef6-f6352b89a165	Herbarijs	herbarijs	non-fiction	Prose	secular	artes	medicine	 	 	unknown	 
INT_55c86725-5b7d-480d-a0a1-d4749d0ad731	Hexe	hexe	fiction	Verse	secular	drama	 	 	 	unknown	 
INT_540f748a-6262-4424-a8f3-55c261e897c9	Heymelijchede der heymelijcheit	heymelijchede_der_heymelijcheit	non-fiction	Verse	secular	 	Philosophy / ethics	 	 	Jacob van Maerlant	 
INT_659b8621-093d-4bdb-919f-5b8c9fd56ae6	Historie van de borchgravinne van Vergi	historie_van_de_borchgravinne_van_vergi	fiction	Prose+verse	secular	chapbook	Chivalric romance	 	 	unknown	 
INT_cdc288b9-9eca-4d98-819f-2f0089b0673a	Historie vanden vier heemskinderen	historie_van_de_vier_heemskinderen	fiction	Prose	secular	chapbook	Chivalric romance	 	 	unknown	 
INT_33aca54e-d41a-4b40-ae00-c7f9e465f208	Historie van den grale	historie_van_den_grale	fiction	Verse	secular	epic	Chivalric romance	 	 	Jacob van Maerlant	 
INT_6580d8a2-bf5a-4108-9df1-718cb4f04220	Historie van die seuen wijse mannen van roemen	historie_van_die_seuen_wijse_mannen_van_roemen_go	fiction	Prose	secular	chapbook	 	 	 	unknown	 
INT_24a853a6-0452-4839-9605-4c8240c79bbb	Historie van Floris ende Blancefloer	historie_van_floris_ende_blancefloer	fiction	Prose	secular	chapbook	Chivalric romance	 	 	unknown	 
INT_24c8ddf4-c705-4947-8010-b23a74bb6560	Historie van Gaver Capeel	historie_van_gaver_capeel	fiction	Verse	secular	 	Chivalric romance	chapbook	 	unknown	 
INT_5c2464ac-12ef-4aa1-8977-c662d36e68e4	Historie van Hughe van Bordeus	historie_van_hughe_van_bordeus	fiction	Prose	secular	chapbook	Chivalric romance	 	 	unknown	 
INT_fef2b846-f966-470b-9d3d-54708f847060	Historie van Jan van Beverley	historie_van_jan_van_beverley_1500	fiction	Prose+verse	secular	chapbook	 	 	 	unknown	 
INT_28259626-5418-4066-be07-0584c1080436	Historie van Malegijs	historie_van_malegijs	fiction	Prose	secular	chapbook	Chivalric romance	 	 	unknown	 
INT_6b6bc900-2aa9-45ee-b598-56ba501af8d2	Die schoone hystorie van Margrieten des hertoghen dochter van Lymborch ende van haer broeder Heyndrick	historie_van_margarieta_van_lymborch	fiction	Prose	secular	chapbook	Chivalric romance	 	 	unknown	 
INT_766c6356-8877-45d0-a82f-f9eb4b9d453a	Historie van den wonderlicken Merlijn	historie_van_merlijn	fiction	Prose	secular	chapbook	Chivalric romance	 	 	unknown	 
INT_3a66d436-4299-44db-be23-7b9006d94366	Historie van Partinoples - Grave van Bleys	historie_van_partinoples_van_bleys	fiction	Prose	secular	chapbook	Chivalric romance	 	 	unknown	 
INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0	Historie van Troyen	historie_van_troyen	fiction	verse	secular	epic	 	 	 	Jacob van Maerlant	 
INT_c64f09b6-2a87-436e-9405-e1b6342331c3	Historie vanden ridder metter swane	historie_vanden_ridder_metter_swane	fiction	Prose+verse	secular	chapbook	Chivalric romance	 	 	unknown	 
INT_8663ea96-ff25-4957-899b-c7694fef6950	Historien van Troyen (Aeneisbewerking)	historien_van_troyen_aeneisbewerking	fiction	Prose	secular	chapbook	 	 	 	unknown	 
INT_8fd79010-6644-4644-a200-c6e1f188af3f	Horologium Aeternae Sapientiae	horologium_hs_p	non-fiction	Prose	religious	 	Theology / ethics	 	 	Hendrick Suso	 
INT_f475a18e-af7e-4288-beca-fc2793d2dcb5	Huge van Bordeeus, fragment Leiden	huge_van_bordeeus_fragm_l	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_b3dc8175-5a61-4338-9a4b-f4fd33cc93f1	Huge van Bordeeus, fragment Middelburg	huge_van_bordeeus_fragm_m	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_c36ce773-9761-4164-a34c-f5b4704aa2e5	Ierste musyck boexken	ierste_musyck_boexken	fiction	Verse	secular	stanzaic	song	 	 	not applicable	 
INT_b203fa58-7af5-46ce-84a7-b3ad0a2f49dd	Jan Splinters testament	jan_splinters_testament	fiction	Verse	secular	chapbook	 	 	 	unknown	 
INT_1189af46-ca82-42a0-b9d0-b421000f6cf4	Jans teesteye	jans_teesteye	non-fiction	Verse	secular	 	Philosophy / ethics	 	 	Jan van Boendale	 
INT_936783ec-da85-477a-8eef-4f6becbbc48b	Jonathas ende Rosafiere	jonathas_ende_rosafiere	fiction	Verse	religious	epic	legend	 	 	unknown	 
INT_29bd810e-91eb-4b5c-8d98-edf3750b9695	Jonghe Lanfranc	jonghe_lanfranc	non-fiction	Prose	secular	artes	medicine	 	 	unknown	 
INT_71436f77-dba3-456f-a0f9-412779a737b7	Karel ende Elegast	karel_ende_elegast	fiction	Verse	secular	epic	Chivalric romance	chapbook	 	unknown	 
INT_0ed010b3-ef3b-45c8-a329-e6bf40f70f46	Kopenhaagse trotula	kopenhaagse_trotula	non-fiction	Prose	secular	artes	medicine	 	 	unknown	Auteur niet: Brigitte Kusche!!
INT_fdee7ce4-611d-449f-8601-30e788b76e5b	Korte kroniek van Brabant (korte versie 1)	korte_kroniek_van_brabant_korte_versie_1	non-fiction	Verse	secular	 	history	 	 	Jan van Boendale	 
INT_1026d164-defa-4109-a415-6b30777e6d25	Vande Hertogen ende Heeren van Brabant	korte_kroniek_van_brabant_korte_versie_2	non-fiction	Verse	secular	 	history	 	 	unknown	 
INT_bc09ff0e-4ee3-46b6-b29c-fdef435ae07e	Korte kroniek van Brabant (lange versie)	korte_kroniek_van_brabant_lange_versie	non-fiction	Verse	secular	 	history	 	 	Heraut Beyeren	 
INT_81d65964-55a3-4b16-a514-4c9fac78e825	Lanceloet en het hert met de witte voet	lanceloet_en_het_hert_met_de_witte_voet	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_86183ffd-2477-4dda-9434-934a0e38292f	Lanseloet van Denemerken	lanseloet_van_denemerken	fiction	Verse	secular	drama	Chivalric romance	 	 	unknown	 
INT_735784f7-b5c4-4646-ac65-350e14240d0b	Lantsloot van der Haghedochte	lantsloot_van_der_haghedochte	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_44eac292-d06d-4864-a0c2-9c7bd429c747	Lapidarijs	lapidarijs	non-fiction	Verse	secular	artes	science	Natural history	 	Jacob van Maerlant(?)	 
INT_0ecf7dde-2ff1-4dbb-80da-3ad9cbc64fb9	Amsterdams lectionarium, Lectionarium van Amsterdam	lectionarium_van_amsterdam	non-fiction	Prose	religious	Biblical texts	 	 	 	unknown	 
INT_9fe974c0-661e-4f74-8961-418bf167f285	Leringhe van orinen	leringhe_van_orinen	non-fiction	Prose	secular	artes	medicine	 	 	unknown	 
INT_9517c3d3-bb67-4210-b8ba-0fd054821ebc	Leven van Sint Trudo (proza)	leven_van_sint_trudo_proza	non-fiction	Prose	religious	 	Legendary hagiography	 	 	unknown	 
INT_1d5c9ed3-2cda-4f8a-8881-4b63e9d24589	Leven van Sint Trudo (berijming)	leven_van_sint_trudo_rijm	non-fiction	Verse	religious	epic	Legendary hagiography	 	 	unknown	 
INT_38373f8d-8c79-475c-b798-fa73c8dca250	Leven van Sinte Clara	leven_van_sinte_clara	non-fiction	Prose	religious	 	Legendary hagiography	 	 	unknown	 
INT_6a570033-d7d0-47e0-9d57-feb6710107e6	Libellum super modo vivendi (cap. 7), hs Nijmegen	libellum_super_modo_vivendi_hs_n	non-fiction	Prose	secular	 	Theology / ethics	 	 	Gerard Zerbolt van Zutphen	 
INT_d86176d6-e648-41a3-a8fd-61999178f6b8	Libellum super modo vivendi (cap. 7), hs Utrecht	libellum_super_modo_vivendi_hs_u	non-fiction	Prose	secular	 	Theology / ethics	 	 	Gerard Zerbolt van Zutphen	 
INT_8ed36641-1c7b-4865-b494-0210b24d661a	Libellum super modo vivendi (cap. 7), hs Wenen	libellum_super_modo_vivendi_hs_w	non-fiction	Prose	secular	 	Theology / ethics	 	 	Gerard Zerbolt van Zutphen	 
INT_1b88ac62-9a0f-4903-a184-95cc79f914b1	Liber Magistri Avicenne	liber_magistri_avicenne	non-fiction	Prose	secular	artes	medicine	 	 	unknown	 
INT_d8d19b81-5c6e-47a5-bbc7-36164c858465	Limburgse sermoenen	limburgse_sermoenen	non-fiction	Prose	religious	 	Theology / ethics	 	 	unknown	 
INT_2f8ec90f-4afa-4f85-8749-47d4d7c42c81	Lion van Bourges	lion_van_bourges	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_721b7535-05dc-45f6-9cf7-7935e96d7a20	Lippijn	lippijn	fiction	Verse	secular	drama	 	 	 	unknown	 
INT_70c47cf0-5215-4565-b2b6-d1d7aff01911	Livre des mestiers	livre_des_mestiers	non-fiction	prose	secular	artes	linguistics	 	 	unknown	 
INT_755805a1-bbe6-4b2f-9d3e-fd90def206ca	Loyhier en Malaert, fragment Antwerpen	loyhier_en_malaert_fragm_a	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_0da46d29-bfbe-4bb7-a000-403530fcd5fd	Loyhier en Malaert, fragment Gent	loyhier_en_malaert_fragm_g	fiction	verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_882e367a-c3bb-4aa5-aa02-efa26b4379cd	Loyhier en Malaert, fragment Leiden 1	loyhier_en_malaert_fragm_l1	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_63c74bd5-4800-4c3d-be60-8f71019f6778	Loyhier en Malaert, fragment Leiden 2	loyhier_en_malaert_fragm_l2	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_de807c07-fbf0-4ad7-8e24-5a0262e3f5d7	Luikse leven van Jezus, Luikse diatessaron, Diatessaron van Luik, Leven van Jezus (L-tekst)	luikse_leven_van_jezus	non-fiction	Prose	religious	Biblical texts	 	 	 	unknown	 
INT_2be081f8-3eae-487a-8a6b-0dc521660a41	Minnedichten 1, Lundse Liederen A	lundse_liederen_a	fiction	Verse	secular	stanzaic	song	 	 	unknown	 
INT_3b1fc999-5433-49b1-9ecc-1227552eb4b9	Minnedichten 2, Lundse Liederen B	lundse_liederen_b	fiction	Verse	secular	stanzaic	song	 	 	unknown	 
INT_6d0c5de2-f965-49c8-ba0c-35f83c5d7b72	Van der manen zeden	maanzodiologium	non-fiction	Verse	secular	artes	science	Astronomy / astrology	 	unknown	 
INT_06e6e895-be48-4cac-80af-1033f8c23f52	Madelgijs, fragment Antwerpen	madelgijs_fragm_a	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_f25ec04b-fce0-4cba-932b-0b71fbd05c4d	Madelgijs, fragment Berlijn	madelgijs_fragm_be	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_4e022fdd-7d9d-4923-aedd-c3e9abfa2c46	Madelgijs, fragment Düsseldorf	madelgijs_fragm_d	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_8ab8cb7d-4012-4602-a2fa-567e96f639dd	Madelgijs, fragment Gent 1	madelgijs_fragm_g1	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_d5d5d2ab-d5dc-43b7-9724-6bb87a624c5c	Madelgijs, fragment Gent 2	madelgijs_fragm_g2	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_9230b861-c40e-49b0-a60a-b9bc1f50aa41	Madelgijs, fragment Leiden 1	madelgijs_fragm_le1	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_e4601d71-e538-46ec-b8cf-4abb1b6760c1	Madelgijs, fragment Leiden 2	madelgijs_fragm_le2	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_10777397-2deb-4318-829c-880f3111d58b	Madelgijs, fragment Leiden 3	madelgijs_fragm_le3	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_84ef8b81-9d69-4ab4-b1b3-a580086cca28	Madelgijs, fragment Leiden 4	madelgijs_fragm_le4	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_7682a815-3b40-4149-999a-9078c4e4c837	Madelgijs, fragment Londen	madelgijs_fragm_lo	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_17480460-38b4-41af-905f-076955068189	Madelgijs, fragment Neurenberg	madelgijs_fragm_n	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_36ccf340-e4f9-436b-a3cb-efea579782be	Madelgijs, fragment Parijs	madelgijs_fragm_p	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_e96cf931-fca9-44c7-99f4-4dd5a37603a8	Madelgijs, fragment Rotterdam	madelgijs_fragm_r	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_95fc0418-cda0-42b7-a09a-77bfed40078c	Onser liever vrouwen miraculen	marialegenden_en_exempelen	fiction	Prose	religious	 	legend	 	 	unknown	 
INT_915f3a3b-6260-469a-9358-cd1a91487580	Medicina	medicina	non-fiction	Prose	secular	artes	medicine	 	 	Jan Yperman	 
INT_0cc7f97c-344a-4173-aaf8-0b686c6d2f9f	Melibeus	melibeus	non-fiction	Verse	secular	 	Philosophy / ethics	 	 	Jan van Boendale	 
INT_e47e2e9d-624b-40b9-9a6b-1d0019d6660c	Mellibeus	mellibeus	non-fiction	Prose	secular	 	Philosophy / ethics	 	 	Dirc Potter	 
INT_08f16391-7a88-4b37-b967-4f398e604972	Mengeldichten I-XVI	mengeldichten_hadewijch	non-fiction	Verse	religious	 	Theology / ethics	 	 	Hadewijch	 
INT_bf164558-968d-4c1d-a759-999717b747a3	Merlijn-continuatie, fragment Leiden	merlijn-continuatie_fragm_a	fiction	Verse	secular	epic	Chivalric romance	 	 	Lodewijk van Velthem	 
INT_bf34f4de-2435-4df9-a11e-338d4d10fb96	Merlijn-continuatie, fragment Maastricht	merlijn-continuatie_fragm_ma	fiction	Verse	secular	epic	Chivalric romance	 	 	Lodewijk van Velthem	 
INT_bd19a4a2-03c4-4b31-94b0-5ebfccd4b70b	Merlijn-continuatie. fragment Münster	merlijn-continuatie_fragm_mu	fiction	Verse	secular	epic	Chivalric romance	 	 	Lodewijk van Velthem	 
INT_30b9d2c8-7cab-4205-b9c1-b9d272bb68f7	Merlijns boec	merlijns_boec	fiction	Verse	secular	epic	Chivalric romance	 	 	Jacob van Maerlant	 
INT_aa7ae4a3-7080-441a-bcb2-83bfe8920546	Natuurkunde van het geheelal	natuurkunde_van_het_geheelal	non-fiction	Verse	secular	artes	science	Astronomy / astrology	 	unknown	 
INT_89c2e411-4970-41a9-a080-a39a64f61250	Nieuwe doctrinael	nieuwe_doctrinael	non-fiction	Verse	secular	 	Philosophy / ethics	 	 	unknown	 
INT_d3a53600-7b21-4aa8-9aad-f424fa5bbdf0	Nieuwe Testament (Nndl. vert.)	nieuwe_testament_nndl	non-fiction	Prose	religious	Biblical texts	 	 	 	Johannes Scutken	 
INT_71dde2a7-4c76-4a90-8ce6-fef1185377d5	Nieuwe Testament (Zndl. vert.) - deel 1, Vier evangeliën (Zndl. vert.)	nieuwe_testament_zndl_1	non-fiction	Prose	religious	Biblical texts	 	 	 	unknown	 
INT_b9b2e439-e5da-44a4-b4e7-593a8648f997	Nieuwe Testament (Zndl. vert.) - deel 2	nieuwe_testament_zndl_2	non-fiction	Prose	religious	Biblical texts	 	 	 	unknown	 
INT_d78c7183-f8ec-4fcd-96f0-374d80c5b6b8	Noch die tien ghebode	noch_die_tien_ghebode	non-fiction	Verse	religious	 	Theology / ethics	 	 	unknown	 
INT_4f03675b-2144-4168-9bad-e3189efbb17a	Noch van Salladine	noch_van_salladine	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_f6dc62e7-e614-4df0-9ea3-cdb1596c8095	Noordnederlandse Historiebijbel	noordnederlandse_historiebijbel	non-fiction	Prose	religious	Biblical texts	 	 	 	unknown	 
INT_24fa07cc-f3c5-48ea-853d-a8b1fd274bc9	O crux lignum triumphale	o_crux_lignum_triumphale	fiction	Verse	religious	 	legend	 	 	unknown	 
INT_9019e913-a836-40b9-b065-92051bc78c95	Ogier van Denemarken, fragment Brussel 1	ogier_van_denemarken_fragm_br1	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_0c267293-5afa-43d4-968e-00d0369509d8	Ogier van Denemarken, fragment Brussel 2	ogier_van_denemarken_fragm_br2	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_8b26d4c8-b1f2-41ee-bdb7-cab7b3b2e977	Ogier van Denemarken, fragment Krakau	ogier_van_denemarken_fragm_k	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_8bc7ea24-28f0-4909-b7d5-f58795acc880	Ogier van Denemarken, fragment Leuven	ogier_van_denemarken_fragm_l	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_2d7317f1-9fa9-4690-89b8-c5bb280c019f	Ongeïdentificeerd (1)	ongeidentificeerd_1	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_012c536b-2087-436d-a242-68f6e81e97f8	Ongeïdentificeerd (2)	ongeidentificeerd_2	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_e655b989-43a8-47d1-9129-00ce468359cf	Ongeïdentificeerd (3)	ongeidentificeerd_3	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_84acc21d-0230-4c6b-ba67-6fb10857e97a	Ongeïdentificeerd (4)	ongeidentificeerd_4	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_a552087d-ea2c-4f52-86bd-a9b9ba326ae1	Ongeïdentificeerd (6)	ongeidentificeerd_6	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_af71155c-0845-4c6e-9d40-616f554da582	Ongeïdentificeerd fragment	ongeidentificeerd_fragment	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_b3f52aad-4261-4a6c-b1f6-fa30b1d42938	Ons heren passie	ons_heren_passie	non-fiction	Verse	religious	epic	Biblical texts	 	 	unknown	 
INT_d8eb3379-7d85-4c3c-91d7-c5597b8d3ecc	Parthonopeus van Bloys, fragment Berlijn	parthonopeus_van_bloys_fragm_be	fiction	verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_e8e74c51-1046-4df9-8520-49b03ebfa1ab	Parthonopeus van Bloys, fragment Brussel	parthonopeus_van_bloys_fragm_br	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_148d7504-21bb-4c19-b126-d842ac780cde	Parthonopeus van Bloys, fragment Keulen 1	parthonopeus_van_bloys_fragm_k1	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_929bb760-8745-4f8b-b313-a49a93b32e0d	Parthonopeus van Bloys, fragment Keulen 3	parthonopeus_van_bloys_fragm_k3	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_75334ee8-3e47-41e2-8c72-10079fb403e4	Parthonopeus van Bloys, fragment Maastricht	parthonopeus_van_bloys_fragm_ma	fiction	verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_9688ac1a-263d-4780-91be-f6b1387fa8eb	Parthonopeus van Bloys, fragment Praag	parthonopeus_van_bloys_fragm_pr	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_fdc2d53a-adea-4c8e-87fa-be84890ab568	Expositie op het Pater Noster	pater_noster_in_duutsce	non-fiction	Prose	religious	 	Theology / ethics	 	 	unknown	 
INT_ab8a997a-dfd9-4add-907c-3ed857f80c86	Historie van Reynaert die vos	proza-reinaert	fiction	Prose	secular	chapbook	 	 	 	unknown	 
INT_e1d02829-e234-4b8c-a391-1273d899c41b	Psalmen, Bijbelvertaling van 1360, Oude Testament	psalmen	non-fiction	Prose	religious	Biblical texts	 	 	 	unknown	 
INT_019a92d2-6c0d-431f-a3b4-4702202213d3	Pseudo-Bonaventura-Ludolfiaanse Leven van Jesus, Bonaventura-Ludolphiaanse Leven van Jezus, Leven ons heren Ihesu Cristi	pseudo-bonaventura-ludolfiaanse_leven_van_jesus_hs_l1	non-fiction	Prose	religious	Biblical texts	 	 	 	unknown	 
INT_291a3055-cb2f-4f76-b3b0-a3915550724d	Queeste van den Grale	queeste_van_den_grale	fiction	verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_390eda00-1ef4-4c34-9d6e-9577bb74cb39	Reinaerts historie	reinaerts_historie	fiction	Verse	secular	epic	 	 	 	unknown	 
INT_c7538082-b652-441c-9e8a-bcf61f8d5a7a	Reis van Jan van Mandeville	reis_van_jan_van_mandeville	non-fiction	Prose	secular	artes	travelogue	 	 	unknown	 
INT_dc84c0b2-40bf-4c79-821b-c055fea51aef	Renout van Montalbaen, fragment Berlijn	renout_van_montalbaen_fragm_be	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_d6b6a901-6caa-4490-9674-9bd07bbef92d	Renout van Montalbaen, fragment Den Haag	renout_van_montalbaen_fragm_dh	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_e5628377-76d1-4df9-ae73-6217ccd920d2	Renout van Montalbaen, fragment Leuven	renout_van_montalbaen_fragm_l	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_3e3b16c7-2726-4618-82c3-d63b53fef0ef	Renout van Montalbaen, fragment Stockholm	renout_van_montalbaen_fragm_s	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_0c1db358-448c-4020-b4c2-0d457a246142	Rijcke der ghelieven	rijcke_der_ghelieven	non-fiction	Prose	religious	 	Theology / ethics	 	 	Jan van Ruusbroec	 
INT_17eb43b4-6199-40cc-9599-03d66f3952ab	Rijmkroniek van Holland	rijmkroniek_van_holland	non-fiction	Verse	secular	 	history	 	 	Melis Stoke	 
INT_c1b59bb4-9858-4fc7-8230-77901b694f49	Rijmkroniek van Woeringen	rijmkroniek_van_woeringen	non-fiction	Verse	secular	 	history	 	 	Jan van Heelu	 
INT_ca640027-293d-4ae7-99c2-166632b31d5d	Rijmspreuken	rijmspreuken	non-fiction	Verse	secular	stanzaic	Philosophy / ethics	 	 	unknown	 
INT_109cc8c8-d96a-487d-8a7c-52354866ba22	Rinclus	rinclus	non-fiction	Verse	secular	stanzaic	Philosophy / ethics	 	 	Gielijs van Molhem + Heinrec	 
INT_89fd2a25-d891-4561-8554-781b5d95bda3	Roelantslied, fragment Amsterdam	roelantslied_fragm_a	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_f040d487-e100-4adb-b97a-b1e9a3cce89f	Roelantslied, fragment Brussel	roelantslied_fragm_br	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_c7b51301-8c5f-4622-a4af-5b0d6a03e186	Roelantslied, fragment Den Haag	roelantslied_fragm_dh	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
